[Module Pro - 5],Search property by name,Tenant searches property by name,Correct property is displayed in search results.,Property exists,"Passed","28/03/2026","Phan Phu Tho","Passed","30/03/2026","Tu Thi Hong Phuc","Passed","02/04/2026","Vo Trung Tin",
[Module Pro - 6],Search property by address,Tenant uses map/search bar filtering by address,Associated physical property returned if match.,Property exists,"Passed","28/03/2026","Phan Phu Tho","Passed","30/03/2026","Tu Thi Hong Phuc","Passed","02/04/2026","Vo Trung Tin",
[Module Pro - 7],Create a new Room,Admin creates new Room linked to property,Room successfully stored in Database with ID.,Admin Role,"Passed","28/03/2026","Phan Phu Tho","Passed","30/03/2026","Tu Thi Hong Phuc","Passed","02/04/2026","Vo Trung Tin",
[Module Pro - 8],Set Room Pricing,Admin configures Monthly Rent and Deposit required,Finance parameters saved successfully.,Room exists,"Passed","28/03/2026","Phan Phu Tho","Passed","30/03/2026","Tu Thi Hong Phuc","Passed","02/04/2026","Vo Trung Tin",
[Module Pro - 9],Update Room Details,Admin edits Room capacity / Area metrics,Changes persist immediately to DB.,Admin Role,"Passed","28/03/2026","Phan Phu Tho","Passed","30/03/2026","Tu Thi Hong Phuc","Passed","02/04/2026","Vo Trung Tin",
[Module Pro - 10],Change Room Status to Maintenance,Admin marks active room as Maintenance,Status updates and blocks new Reservations.,Room is Available,"Passed","28/03/2026","Phan Phu Tho","Passed","30/03/2026","Tu Thi Hong Phuc","Passed","02/04/2026","Vo Trung Tin",
[Module Pro - 11],Upload Room Images,Staff uploads gallery of room interior,Image URLs strictly linked to Room Entity.,Room exists,"Passed","28/03/2026","Phan Phu Tho","Passed","30/03/2026","Tu Thi Hong Phuc","Passed","02/04/2026","Vo Trung Tin",
[Module Pro - 12],Filter Rooms by Status,Tenant filters searches by 'Available',System returns exclusively un-booked/non-maintenance rooms.,Rooms loaded,"Passed","28/03/2026","Phan Phu Tho","Passed","30/03/2026","Tu Thi Hong Phuc","Passed","02/04/2026","Vo Trung Tin",
[Module Pro - 13],Filter Rooms by Price Range,Tenant filters rooms between 2M - 4M VND,System only lists rooms inside boundary constraints.,Rooms loaded,"Passed","28/03/2026","Phan Phu Tho","Passed","30/03/2026","Tu Thi Hong Phuc","Passed","02/04/2026","Vo Trung Tin",
[Module Pro - 14],View Room Detail Page,Tenant clicks specific Room,Return 200 with full Room JSON including assigned Services.,Valid Room ID,"Passed","28/03/2026","Phan Phu Tho","Passed","30/03/2026","Tu Thi Hong Phuc","Passed","02/04/2026","Vo Trung Tin",
[Module Pro - 15],Delete Room (Soft Delete),Admin removes inactive unleased room,Room omitted from public searches but DB row retained(DeletedAt).,No active lease,"Passed","28/03/2026","Phan Phu Tho","Passed","30/03/2026","Tu Thi Hong Phuc","Passed","02/04/2026","Vo Trung Tin",
